<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2009.12.11	10582.19	10657.79	10545.59	10650.19	12577	0	0
2009.12.14	10658.69	10742.69	10631.69	10672.49	12316	0	0
2009.12.15	10670.49	10686.99	10599.69	10626.69	10984	0	0
2009.12.16	10628.69	10694.19	10600.69	10620.99	13007	0	0
2009.12.17	10627.99	10630.49	10481.59	10488.79	13204	0	0
2009.12.18	10504.79	10570.29	10437.79	10512.69	14470	0	0
2009.12.21	10514.19	10632.19	10501.69	10585.99	12014	0	0
2009.12.22	10595.99	10654.49	10593.99	10638.19	12077	0	0
2009.12.23	10642.79	10684.29	10611.49	10638.29	9597	0	0
2009.12.24	10636.79	10702.29	10636.79	10698.29	4872	0	0
2009.12.28	10676.29	10723.69	10672.79	10716.79	6728	0	0
2009.12.29	10713.79	10754.49	10711.29	10717.19	7465	0	0
2009.12.30	10702.19	10725.19	10655.69	10714.49	8605	0	0
2009.12.31	10727.49	10737.99	10726.99	10735.49	534	0	0
2010.01.04	10645.09	10777.99	10626.59	10755.49	11082	0	0
2010.01.05	10743.99	10768.99	10695.99	10740.19	10827	0	0
2010.01.06	10741.69	10770.19	10705.99	10740.99	12443	0	0
2010.01.07	10748.49	10786.19	10678.29	10777.89	13167	0	0
2010.01.08	10776.89	10794.89	10722.89	10792.69	10564	0	0
2010.01.11	10825.69	10850.59	10764.79	10835.59	9465	0	0
2010.01.12	10823.09	10831.59	10741.19	10798.19	13760	0	0
2010.01.13	10825.69	10882.69	10787.79	10857.69	12519	0	0
2010.01.14	10868.19	10898.99	10830.69	10886.69	11669	0	0
2010.01.15	10887.99	10893.49	10733.69	10782.49	14917	0	0
2010.01.18	10773.99	10829.49	10770.49	10826.99	5268	0	0
2010.01.19	10820.49	10902.69	10743.49	10895.69	11820	0	0
2010.01.20	10893.29	10895.29	10690.69	10778.69	16884	0	0
2010.01.21	10788.69	10813.19	10548.29	10557.69	21637	0	0
2010.01.22	10556.19	10596.69	10333.79	10344.29	23537	0	0
2010.01.25	10413.29	10471.29	10345.49	10371.19	17528	0	0
2010.01.26	10382.69	10458.19	10277.69	10367.49	21772	0	0
2010.01.27	10383.99	10427.09	10278.09	10411.19	24810	0	0
2010.01.28	10427.69	10485.69	10230.29	10292.19	24280	0	0
2010.01.29	10262.69	10414.09	10220.09	10232.69	25061	0	0
2010.02.01	10262.19	10366.09	10232.19	10359.59	17399	0	0
2010.02.02	10372.59	10489.79	10326.09	10469.69	17044	0	0
2010.02.03	10448.69	10478.59	10406.49	10441.59	16604	0	0
2010.02.04	10453.59	10462.09	10172.79	10178.29	21635	0	0
2010.02.05	10198.29	10220.79	10007.49	10183.79	31074	0	0
2010.02.08	10162.59	10203.09	10076.19	10084.69	21124	0	0
2010.02.09	10098.69	10313.69	10089.19	10228.59	23590	0	0
2010.02.10	10230.49	10263.99	10136.49	10211.29	24069	0	0
2010.02.11	10231.79	10335.79	10149.79	10320.29	22180	0	0
2010.02.12	10307.69	10324.69	10155.69	10285.29	21695	0	0
2010.02.15	10293.79	10314.79	10270.29	10286.79	5075	0	0
2010.02.16	10296.99	10454.49	10293.99	10440.49	15698	0	0
2010.02.17	10443.69	10494.79	10429.19	10484.59	15284	0	0
2010.02.18	10475.59	10579.69	10441.09	10565.19	15912	0	0
2010.02.19	10505.79	10611.79	10469.29	10572.49	16784	0	0
2010.02.22	10595.99	10623.49	10542.79	10554.79	12768	0	0
2010.02.23	10555.29	10603.79	10441.69	10457.19	15783	0	0
2010.02.24	10475.19	10568.59	10459.69	10544.09	14613	0	0
2010.02.25	10531.19	10535.19	10359.29	10498.69	20941	0	0
2010.02.26	10510.19	10538.69	10444.29	10497.29	15802	0	0
2010.03.01	10541.79	10587.29	10510.29	10570.79	14476	0	0
2010.03.02	10571.29	10631.29	10556.79	10570.19	13581	0	0
2010.03.03	10587.59	10642.79	10549.99	10570.59	13594	0	0
2010.03.04	10568.59	10625.49	10538.59	10618.49	13747	0	0
2010.03.05	10626.99	10745.59	10619.49	10744.09	11489	0	0
2010.03.08	10726.09	10761.59	10715.29	10725.99	10624	0	0
2010.03.09	10709.19	10787.99	10682.19	10738.79	11268	0	0
2010.03.10	10735.99	10776.19	10700.29	10740.49	12051	0	0
2010.03.11	10734.09	10783.69	10680.69	10783.69	10236	0	0
2010.03.12	10778.69	10831.69	10770.19	10796.49	10737	0	0
2010.03.15	10782.29	10821.29	10743.99	10812.29	11047	0	0
2010.03.16	10807.79	10867.19	10795.49	10855.69	11428	0	0
2010.03.17	10857.69	10942.09	10854.19	10907.59	10720	0	0
2010.03.18	10904.09	10956.99	10879.09	10949.99	10395	0	0
2010.03.19	10948.99	10992.49	10868.19	10920.69	11639	0	0
2010.03.22	10869.69	10984.19	10852.69	10967.19	12320	0	0
2010.03.23	10960.19	11068.69	10953.19	11065.69	11926	0	0
2010.03.24	11061.69	11062.69	10998.49	11016.19	14767	0	0
2010.03.25	11022.09	11129.19	11007.79	11009.29	14795	0	0
2010.03.26	11000.29	11083.49	10989.99	11032.19	16637	0	0
2010.03.29	11045.59	11090.99	11034.09	11067.49	11310	0	0
2010.03.30	11065.09	11112.49	11040.19	11083.49	10562	0	0
2010.03.31	11086.99	11088.49	11006.29	11035.09	12402	0	0
2010.04.01	11062.69	11130.29	11037.59	11101.79	11694	0	0
2010.04.02	11090.79	11130.79	11069.79	11127.79	2358	0	0
2010.04.05	11138.29	11159.99	11098.79	11148.19	8131	0	0
2010.04.06	11142.69	11160.19	11101.19	11143.29	10346	0	0
2010.04.07	11127.19	11136.19	11017.69	11073.19	11752	0	0
2010.04.08	11062.19	11123.09	11019.19	11102.59	12514	0	0
2010.04.09	11113.59	11175.09	11101.59	11171.09	10584	0	0
2010.04.12	11223.99	11229.49	11165.09	11183.09	10633	0	0
2010.04.13	11171.09	11211.59	11119.59	11191.29	11980	0	0
2010.04.14	11207.29	11299.69	11204.79	11296.69	11238	0	0
2010.04.15	11288.69	11330.19	11256.19	11322.69	10028	0	0
2010.04.16	11302.69	11326.69	11146.69	11193.29	17823	0	0
2010.04.19	11177.79	11267.19	11147.29	11263.19	15403	0	0
2010.04.20	11269.69	11319.19	11250.19	11290.69	11616	0	0
2010.04.21	11305.19	11327.19	11245.69	11296.49	13170	0	0
2010.04.22	11268.99	11324.69	11189.19	11310.19	15261	0	0
2010.04.23	11285.19	11379.09	11262.69	11375.09	14537	0	0
2010.04.26	11361.59	11431.69	11360.59	11379.69	11675	0	0
2010.04.27	11375.69	11392.69	11147.49	11162.49	17765	0	0
2010.04.28	11186.19	11252.99	11136.69	11222.09	23274	0	0
2010.04.29	11242.59	11372.29	11218.59	11339.59	17605	0	0
2010.04.30	11344.09	11381.59	11174.59	11181.59	18340	0	0
2010.05.03	11217.59	11352.09	11184.59	11326.69	13550	0	0
2010.05.04	11319.69	11336.69	11042.19	11104.69	23232	0	0
2010.05.05	11096.69	11128.69	10988.79	11043.19	26152	0	0
2010.05.06	11067.19	11076.19	10079.59	10667.49	36871	0	0
2010.05.07	10642.49	10772.99	10415.79	10548.19	57816	0	0
2010.05.10	10692.69	11006.19	10689.69	10963.69	37869	0	0
2010.05.11	10935.79	11048.29	10831.79	10920.49	29580	0	0
2010.05.12	10877.29	11082.59	10824.29	11075.79	29087	0	0
2010.05.13	11066.79	11117.79	10945.09	10952.09	25419	0	0
2010.05.14	10962.59	10995.59	10709.79	10798.99	36676	0	0
2010.05.17	10785.59	10835.09	10608.59	10796.79	40136	0	0
2010.05.18	10807.29	10892.49	10655.69	10683.19	37993	0	0
2010.05.19	10597.79	10696.69	10498.59	10614.69	48060	0	0
2010.05.20	10636.69	10639.19	10236.19	10241.19	52428	0	0
2010.05.21	10222.19	10373.19	10078.19	10364.19	53651	0	0
2010.05.24	10328.19	10373.69	10226.79	10238.29	41578	0	0
2010.05.25	10182.29	10232.59	9949.79	10221.09	46656	0	0
2010.05.26	10293.59	10352.19	10127.09	10140.19	37954	0	0
2010.05.27	10108.99	10436.59	10095.99	10435.59	35793	0	0
2010.05.28	10425.59	10461.59	10268.69	10310.99	32084	0	0
2010.05.31	10345.49	10368.99	10316.49	10331.99	9992	0	0
2010.06.01	10315.19	10392.79	10154.69	10202.09	37439	0	0
2010.06.02	10221.09	10428.09	10188.09	10426.09	34457	0	0
2010.06.03	10411.59	10487.79	10348.29	10425.49	28801	0	0
2010.06.04	10423.99	10469.49	10062.99	10106.99	36411	0	0
2010.06.07	10079.99	10158.49	9983.09	9992.59	38659	0	0
2010.06.08	10004.79	10126.69	9930.19	10105.69	43624	0	0
2010.06.09	10089.19	10238.69	10038.69	10076.59	37105	0	0
2010.06.10	10079.09	10357.59	10057.59	10346.59	32264	0	0
2010.06.11	10330.69	10389.29	10245.69	10386.29	30867	0	0
2010.06.14	10418.69	10503.19	10359.59	10368.09	27286	0	0
2010.06.15	10375.59	10583.69	10365.59	10573.19	30659	0	0
2010.06.16	10543.69	10602.79	10495.69	10581.99	29295	0	0
2010.06.17	10557.49	10636.69	10491.59	10611.19	28865	0	0
2010.06.18	10600.19	10657.19	10580.69	10624.19	26590	0	0
2010.06.21	10726.19	10770.19	10568.99	10620.99	29340	0	0
2010.06.22	10632.49	10681.99	10457.69	10465.69	30127	0	0
2010.06.23	10481.69	10542.49	10400.49	10470.49	29962	0	0
2010.06.24	10467.49	10501.49	10304.29	10330.29	32059	0	0
2010.06.25	10349.79	10376.09	10255.69	10348.69	33818	0	0
2010.06.28	10347.19	10376.69	10275.69	10309.69	25262	0	0
2010.06.29	10328.69	10351.19	9984.59	10043.59	33214	0	0
2010.06.30	10038.09	10102.59	9928.29	9943.29	32609	0	0
2010.07.01	9954.79	9970.99	9795.79	9902.99	39494	0	0
2010.07.02	9913.49	9984.49	9788.29	9854.69	32312	0	0
2010.07.05	9829.69	9865.19	9808.19	9814.19	9669	0	0
2010.07.06	9778.19	10031.59	9742.19	9916.99	28779	0	0
2010.07.07	9915.99	10200.19	9849.49	10191.69	27200	0	0
2010.07.08	10201.69	10314.59	10181.69	10313.59	27089	0	0
2010.07.09	10304.09	10376.99	10281.59	10373.99	21303	0	0
2010.07.12	10345.99	10394.59	10306.49	10391.09	20621	0	0
2010.07.13	10434.09	10581.79	10381.59	10535.79	24183	0	0
2010.07.14	10582.79	10587.79	10477.19	10539.09	24126	0	0
2010.07.15	10534.09	10594.09	10412.79	10531.69	27734	0	0
2010.07.16	10539.19	10545.69	10253.59	10275.69	30301	0	0
2010.07.19	10272.29	10360.69	10247.29	10333.09	24051	0	0
2010.07.20	10260.59	10410.99	10173.59	10403.49	29212	0	0
2010.07.21	10411.49	10451.29	10238.19	10290.79	30721	0	0
2010.07.22	10291.79	10537.49	10259.29	10491.59	27888	0	0
2010.07.23	10516.09	10615.79	10458.09	10596.49	31297	0	0
2010.07.26	10602.99	10699.99	10578.99	10694.49	25648	0	0
2010.07.27	10673.49	10753.49	10658.49	10709.19	25964	0	0
2010.07.28	10710.19	10749.69	10636.29	10673.69	24984	0	0
2010.07.29	10679.19	10761.69	10559.29	10634.69	26631	0	0
2010.07.30	10625.19	10681.09	10519.69	10637.09	28172	0	0
2010.08.02	10683.19	10867.09	10682.19	10846.19	22691	0	0
2010.08.03	10838.19	10851.19	10774.59	10805.69	20349	0	0
2010.08.04	10816.69	10876.99	10774.19	10858.69	22950	0	0
2010.08.05	10855.69	10879.69	10785.69	10850.99	19755	0	0
2010.08.06	10850.49	10884.99	10688.69	10826.19	24199	0	0
2010.08.09	10804.19	10894.59	10803.69	10868.59	11658	0	0
2010.08.10	10869.59	10875.29	10724.59	10819.29	22671	0	0
2010.08.11	10811.29	10813.79	10539.69	10557.69	23023	0	0
2010.08.12	10494.19	10571.69	10428.19	10493.59	23916	0	0
2010.08.13	10494.09	10560.09	10427.59	10483.69	22451	0	0
2010.08.16	10460.59	10516.69	10386.19	10476.09	22931	0	0
2010.08.17	10465.59	10653.69	10459.59	10576.99	19219	0	0
2010.08.18	10573.49	10646.29	10500.99	10590.19	20101	0	0
2010.08.19	10539.69	10613.19	10388.69	10445.19	24688	0	0
2010.08.20	10439.69	10464.19	10320.19	10388.29	23523	0	0
2010.08.23	10407.29	10478.29	10344.69	10350.19	20679	0	0
2010.08.24	10316.69	10347.69	10164.69	10212.69	25558	0	0
2010.08.25	10236.19	10271.19	10111.69	10233.19	26454	0	0
2010.08.26	10254.19	10297.69	10140.69	10164.99	24144	0	0
2010.08.27	10152.49	10333.19	10109.49	10328.69	25702	0	0
2010.08.30	10353.19	10402.19	10180.59	10181.59	20879	0	0
2010.08.31	10182.59	10248.49	10091.69	10183.69	25679	0	0
2010.09.01	10216.19	10452.69	10203.69	10441.69	24228	0	0
2010.09.02	10453.69	10494.09	10413.69	10492.59	20611	0	0
2010.09.03	10481.59	10626.19	10470.09	10620.69	20122	0	0
2010.09.06	10625.69	10650.19	10613.69	10634.19	5680	0	0
2010.09.07	10613.69	10655.19	10506.19	10518.19	20986	0	0
2010.09.08	10517.49	10601.29	10478.49	10561.09	20565	0	0
2010.09.09	10588.59	10665.09	10550.09	10588.99	17841	0	0
2010.09.10	10577.79	10645.19	10569.29	10640.19	18714	0	0
2010.09.13	10702.69	10740.69	10660.49	10719.49	19359	0	0
2010.09.14	10715.49	10762.79	10673.19	10700.69	20968	0	0
2010.09.15	10682.69	10761.09	10651.69	10751.09	19636	0	0
2010.09.16	10743.59	10778.19	10694.59	10772.19	19403	0	0
2010.09.17	10805.69	10835.19	10671.19	10705.19	10488	0	0
2010.09.20	10696.19	10878.19	10693.69	10856.19	8644	0	0
2010.09.21	10847.69	10937.19	10811.19	10867.69	10765	0	0
2010.09.22	10868.69	10912.19	10814.19	10845.19	11741	0	0
2010.09.23	10857.19	10885.19	10747.69	10772.19	12732	0	0
2010.09.24	10766.19	10975.19	10766.19	10966.19	10446	0	0
2010.09.27	11009.19	11011.69	10915.19	10923.19	9211	0	0
2010.09.28	10925.69	10995.19	10837.69	10966.19	13263	0	0
2010.09.29	10967.19	11004.19	10908.19	10941.19	12434	0	0
2010.09.30	10943.19	11060.19	10854.19	10897.19	15517	0	0
2010.10.01	10905.19	10980.19	10891.19	10939.19	13465	0	0
2010.10.04	10918.69	10965.19	10816.69	10863.19	11321	0	0
2010.10.05	10876.69	11076.19	10864.19	11045.19	12139	0	0
2010.10.06	11050.19	11090.19	11032.19	11079.19	11223	0	0
2010.10.07	11071.19	11147.19	11008.19	11063.19	12246	0	0
2010.10.08	11089.69	11147.19	10983.19	11119.19	13353	0	0
2010.10.11	11150.69	11152.69	11094.19	11130.19	7673	0	0
2010.10.12	11134.69	11171.19	11027.19	11136.19	11641	0	0
2010.10.13	11139.69	11274.19	11125.69	11214.19	10578	0	0
2010.10.14	11219.69	11272.19	11139.19	11213.19	13309	0	0
2010.10.15	11215.69	11277.19	11127.19	11181.19	14830	0	0
2010.10.18	11175.69	11277.19	11111.19	11261.19	9973	0	0
2010.10.19	11198.19	11235.69	11035.19	11099.19	16465	0	0
2010.10.20	11085.19	11275.19	11077.69	11228.19	11497	0	0
2010.10.21	11253.19	11337.19	11188.19	11270.19	14610	0	0
2010.10.22	11258.19	11296.19	11234.19	11255.19	9015	0	0
2010.10.25	11281.19	11372.19	11277.69	11291.19	10675	0	0
2010.10.26	11284.19	11309.19	11210.19	11291.19	10049	0	0
2010.10.27	11307.19	11323.19	11143.19	11247.19	11418	0	0
2010.10.28	11249.69	11308.19	11176.19	11228.19	11062	0	0
2010.10.29	11224.19	11256.19	11170.19	11245.19	10721	0	0
2010.11.01	11300.19	11370.19	11183.19	11255.69	10313	0	0
2010.11.02	11268.19	11345.19	11253.19	11327.69	8729	0	0
2010.11.03	11332.19	11360.19	11222.69	11347.19	14909	0	0
2010.11.04	11342.69	11568.19	11337.19	11554.69	10428	0	0
2010.11.05	11558.69	11603.69	11521.19	11551.19	10526	0	0
2010.11.08	11552.19	11552.19	11495.19	11538.19	7995	0	0
2010.11.09	11508.19	11574.19	11440.19	11484.19	9975	0	0
2010.11.10	11492.19	11509.19	11395.19	11489.19	11572	0	0
2010.11.11	11437.19	11480.19	11369.19	11422.19	10502	0	0
2010.11.12	11404.69	11416.19	11280.19	11333.19	15216	0	0
2010.11.15	11348.69	11419.19	11297.19	11341.19	10307	0	0
2010.11.16	11313.69	11331.19	11121.19	11167.19	13879	0	0
2010.11.17	11185.19	11200.19	11141.19	11163.19	10306	0	0
2010.11.18	11199.19	11353.19	11194.19	11330.19	9391	0	0
2010.11.19	11353.19	11360.69	11269.19	11350.19	8986	0	0
2010.11.22	11407.19	11417.19	11206.19	11334.19	10264	0	0
2010.11.23	11317.19	11320.19	11141.19	11192.19	12975	0	0
2010.11.24	11215.69	11349.19	11158.69	11336.19	10316	0	0
2010.11.25	11314.69	11363.19	11297.19	11355.69	3036	0	0
2010.11.26	11347.19	11350.69	11202.19	11202.19	7293	0	0
2010.11.29	11214.19	11287.19	11089.19	11214.19	13471	0	0
2010.11.30	11211.19	11228.19	11106.19	11170.19	14558	0	0
2010.12.01	11158.19	11441.19	11148.69	11417.19	11655	0	0
2010.12.02	11414.19	11539.19	11385.19	11525.19	11395	0	0
2010.12.03	11525.69	11572.19	11460.19	11541.19	10270	0	0
2010.12.06	11533.69	11556.19	11489.19	11524.19	7776	0	0
2010.12.07	11536.69	11621.19	11503.19	11522.19	9922	0	0
2010.12.08	11530.69	11559.19	11462.19	11542.19	9582	0	0
2010.12.09	11517.69	11552.19	11438.19	11474.19	7311	0	0
2010.12.10	11475.69	11520.19	11462.19	11513.19	6263	0	0
2010.12.13	11509.69	11591.19	11490.19	11539.19	6267	0	0
2010.12.14	11530.19	11626.69	11522.19	11589.19	7447	0	0
2010.12.15	11574.19	11633.19	11541.19	11575.19	8358	0	0
2010.12.16	11576.19	11627.19	11534.19	11610.19	7424	0	0
2010.12.17	11604.19	11620.19	11562.19	11607.19	5727	0	0
2010.12.20	11605.69	11646.19	11552.19	11587.19	5487	0	0
2010.12.21	11581.69	11660.19	11581.69	11647.19	4551	0	0
2010.12.22	11640.69	11680.19	11631.19	11669.19	3660	0	0
2010.12.23	11667.69	11693.19	11652.19	11686.19	3470	0	0
2010.12.24	11681.19	11681.19	11681.19	11681.19	1	0	0
2010.12.27	11647.19	11678.19	11627.19	11667.19	2772	0	0
2010.12.28	11681.19	11711.19	11647.19	11691.19	2510	0	0
2010.12.29	11683.19	11737.19	11679.19	11701.19	2368	0	0
2010.12.30	11702.19	11719.69	11665.19	11683.19	3379	0	0
2010.12.31	11698.19	11706.69	11692.69	11701.19	132	0	0
2011.01.03	11727.19	11824.19	11725.19	11778.19	4692	0	0
2011.01.04	11769.19	11811.19	11750.19	11800.19	6241	0	0
2011.01.05	11786.69	11856.19	11717.19	11838.19	7794	0	0
2011.01.06	11830.19	11882.19	11788.19	11816.19	6672	0	0
2011.01.07	11815.19	11849.19	11719.19	11795.69	10554	0	0
2011.01.10	11791.19	11802.19	11694.19	11760.19	8275	0	0
2011.01.11	11751.19	11826.19	11749.19	11792.19	7435	0	0
2011.01.12	11795.19	11904.19	11787.19	11878.19	6829	0	0
2011.01.13	11879.19	11889.19	11820.19	11855.19	7340	0	0
2011.01.14	11864.69	11913.19	11801.69	11905.19	7379	0	0
2011.01.17	11887.19	11896.19	11861.69	11886.19	2100	0	0
2011.01.18	11888.19	11979.19	11882.19	11960.19	6225	0	0
2011.01.19	11987.19	12008.19	11923.69	11948.69	6330	0	0
2011.01.20	11969.19	11975.19	11868.29	11949.19	8664	0	0
2011.01.21	11933.19	12029.69	11919.19	11994.69	5194	0	0
2011.01.24	12000.69	12108.69	11981.19	12104.69	4773	0	0
2011.01.25	12103.19	12124.69	12025.69	12102.69	6926	0	0
2011.01.26	12095.19	12144.69	12087.39	12109.69	7449	0	0
2011.01.27	12112.19	12144.39	12087.19	12113.99	5772	0	0
2011.01.28	12106.19	12138.09	11928.49	11951.39	11078	0	0
2011.01.31	11901.39	12014.69	11900.39	12011.69	7933	0	0
2011.02.01	12026.19	12173.69	12015.19	12158.69	5529	0	0
2011.02.02	12148.69	12182.69	12119.69	12164.69	4531	0	0
2011.02.03	12163.69	12206.69	12107.69	12187.69	4926	0	0
2011.02.04	12188.19	12224.19	12154.19	12217.39	5486	0	0
2011.02.07	12209.69	12313.69	12208.69	12284.69	2918	0	0
2011.02.08	12283.69	12371.69	12276.19	12362.69	4189	0	0
2011.02.09	12363.89	12390.69	12327.69	12377.69	3673	0	0
2011.02.10	12367.19	12388.19	12295.99	12367.99	6087	0	0
2011.02.11	12335.69	12425.89	12304.69	12417.69	3912	0	0
2011.02.14	12417.19	12441.19	12382.19	12412.99	5211	0	0
2011.02.15	12387.69	12410.69	12341.19	12371.69	3333	0	0
2011.02.16	12379.19	12455.69	12376.19	12440.69	3649	0	0
2011.02.17	12423.69	12482.69	12398.69	12468.69	3446	0	0
2011.02.18	12460.69	12544.69	12446.69	12542.69	1927	0	0
2011.02.21	12526.69	12546.69	12468.69	12474.69	1513	0	0
2011.02.22	12460.19	12508.69	12330.69	12370.69	6711	0	0
2011.02.23	12377.69	12408.69	12218.69	12263.39	7864	0	0
2011.02.24	12281.69	12306.69	12138.49	12221.79	11642	0	0
2011.02.25	12240.19	12312.69	12229.19	12294.69	5160	0	0
2011.02.28	12258.19	12397.79	12241.19	12397.79	6295	0	0
2011.03.01	12410.19	12465.69	12218.29	12218.29	8772	0	0
2011.03.02	12186.19	12277.69	12151.19	12226.89	10235	0	0
2011.03.03	12235.69	12445.69	12231.19	12418.69	6659	0	0
2011.03.04	12422.69	12460.39	12240.49	12327.49	9376	0	0
2011.03.07	12313.69	12405.99	12201.69	12252.09	10676	0	0
2011.03.08	12265.19	12417.69	12235.19	12380.49	9113	0	0
2011.03.09	12374.19	12425.69	12325.39	12382.09	11311	0	0
2011.03.10	12287.19	12289.19	12078.19	12089.09	13054	0	0
2011.03.11	12116.19	12198.89	12002.89	12154.79	12259	0	0
2011.03.14	12141.69	12151.69	12008.69	12100.79	14485	0	0
2011.03.15	12035.19	12051.19	11782.39	11962.29	25490	0	0
2011.03.16	12020.99	12020.99	11667.09	11725.99	26327	0	0
2011.03.17	11766.99	11910.59	11738.19	11881.99	18955	0	0
2011.03.18	11945.19	12037.59	11935.49	11963.59	13523	0	0
2011.03.21	12008.99	12186.09	12004.99	12142.69	8296	0	0
2011.03.22	12123.19	12168.19	12105.19	12127.69	6935	0	0
2011.03.23	12098.19	12226.39	12081.69	12195.69	8075	0	0
2011.03.24	12191.19	12300.69	12176.19	12282.69	8352	0	0
2011.03.25	12310.19	12369.19	12296.69	12330.19	5649	0	0
2011.03.28	12352.19	12381.69	12308.69	12310.69	7237	0	0
2011.03.29	12285.69	12396.99	12284.69	12388.69	7654	0	0
2011.03.30	12393.69	12493.69	12388.69	12458.69	4890	0	0
2011.03.31	12457.69	12492.69	12433.59	12436.99	5780	0	0
2011.04.01	12450.89	12530.69	12437.19	12483.29	6494	0	0
2011.04.04	12484.69	12519.49	12459.19	12510.69	4301	0	0
2011.04.05	12512.69	12550.69	12464.69	12501.99	5987	0	0
2011.04.06	12507.19	12578.19	12502.19	12552.69	5714	0	0
2011.04.07	12530.69	12561.59	12447.69	12525.89	7904	0	0
2011.04.08	12527.69	12579.69	12440.49	12499.89	6913	0	0
2011.04.11	12541.99	12563.69	12471.69	12499.69	7140	0	0
2011.04.12	12477.19	12479.69	12351.29	12382.69	8022	0	0
2011.04.13	12396.69	12461.19	12343.29	12388.09	7726	0	0
2011.04.14	12365.19	12423.69	12282.29	12411.69	8358	0	0
2011.04.15	12420.69	12486.69	12360.69	12462.69	5801	0	0
2011.04.18	12464.19	12471.19	12210.09	12316.69	12223	0	0
2011.04.19	12294.69	12391.09	12263.69	12378.79	7608	0	0
2011.04.20	12416.19	12596.29	12408.19	12577.69	5520	0	0
2011.04.21	12618.19	12640.69	12566.69	12621.69	4621	0	0
2011.04.25	12622.69	12641.69	12564.69	12598.69	2158	0	0
2011.04.26	12615.19	12732.69	12570.19	12714.69	4312	0	0
2011.04.27	12716.19	12830.69	12701.49	12813.69	4909	0	0
2011.04.28	12814.69	12897.69	12783.39	12882.69	4036	0	0
2011.04.29	12883.69	12956.69	12862.39	12939.69	3882	0	0
2011.05.02	12961.69	13045.49	12906.69	12929.69	5108	0	0
2011.05.03	12926.69	12962.69	12872.59	12927.49	4996	0	0
2011.05.04	12921.19	12950.19	12795.69	12841.69	8167	0	0
2011.05.05	12861.69	12893.69	12645.09	12707.09	10481	0	0
2011.05.06	12727.19	12886.49	12723.19	12769.09	12893	0	0
2011.05.09	12803.69	12850.19	12748.59	12809.69	7965	0	0
2011.05.10	12816.19	12908.69	12776.19	12885.69	5118	0	0
2011.05.11	12891.69	12912.69	12716.39	12770.59	7984	0	0
2011.05.12	12748.19	12859.89	12678.49	12839.69	11039	0	0
2011.05.13	12843.69	12885.69	12681.69	12738.69	9999	0	0
2011.05.16	12680.19	12782.89	12664.89	12689.59	10407	0	0
2011.05.17	12655.19	12735.69	12524.89	12624.69	12286	0	0
2011.05.18	12629.19	12726.69	12596.79	12713.39	6633	0	0
2011.05.19	12717.19	12788.29	12678.49	12760.39	9118	0	0
2011.05.20	12761.69	12776.69	12640.99	12664.79	7351	0	0
2011.05.23	12625.69	12627.69	12485.69	12534.69	9364	0	0
2011.05.24	12524.69	12584.09	12504.19	12509.69	8202	0	0
2011.05.25	12490.69	12593.79	12401.19	12546.59	8371	0	0
2011.05.26	12525.19	12597.69	12474.19	12561.69	8722	0	0
2011.05.27	12585.19	12646.69	12555.19	12605.69	6054	0	0
2011.05.30	12609.69	12631.69	12594.19	12609.19	1259	0	0
2011.05.31	12633.19	12739.19	12631.19	12729.69	6968	0	0
2011.06.01	12747.19	12763.19	12443.19	12451.89	9801	0	0
2011.06.02	12440.19	12486.39	12353.79	12407.69	11885	0	0
2011.06.03	12405.19	12415.19	12257.99	12312.79	10880	0	0
2011.06.06	12314.19	12315.19	12230.39	12252.99	8919	0	0
2011.06.07	12256.19	12338.69	12225.29	12232.29	7995	0	0
2011.06.08	12262.19	12266.19	12179.49	12213.89	12149	0	0
2011.06.09	12155.69	12279.69	12147.69	12223.09	7420	0	0
2011.06.10	12217.69	12229.69	12031.09	12047.09	11840	0	0
2011.06.13	12041.69	12114.19	12021.69	12055.69	10543	0	0
2011.06.14	12066.19	12222.69	12052.69	12174.69	6928	0	0
2011.06.15	12173.69	12175.69	11965.39	11997.39	11579	0	0
2011.06.16	12005.69	12093.89	11941.19	12068.19	13650	0	0
2011.06.17	12103.69	12179.49	12032.19	12109.69	12570	0	0
2011.06.20	12080.19	12204.89	12024.79	12183.69	9388	0	0
2011.06.21	12201.19	12321.99	12173.69	12289.69	7245	0	0
2011.06.22	12278.19	12311.09	12210.49	12215.69	9185	0	0
2011.06.23	12173.19	12190.19	11978.69	12157.89	15511	0	0
2011.06.24	12177.69	12230.69	12027.79	12046.89	12710	0	0
2011.06.27	12013.69	12203.69	11996.19	12149.69	9675	0	0
2011.06.28	12184.69	12298.69	12128.69	12294.69	10273	0	0
2011.06.29	12308.69	12392.69	12281.59	12374.69	11976	0	0
2011.06.30	12382.19	12536.69	12371.19	12520.79	7109	0	0
2011.07.01	12513.19	12706.69	12503.69	12694.69	7070	0	0
2011.07.04	12687.69	12713.69	12655.89	12707.69	4393	0	0
2011.07.05	12716.69	12731.69	12651.19	12676.69	8010	0	0
2011.07.06	12695.69	12758.69	12652.69	12740.69	9314	0	0
2011.07.07	12766.69	12870.69	12756.19	12841.69	7203	0	0
2011.07.08	12849.19	12892.89	12683.19	12774.69	10659	0	0
2011.07.11	12734.69	12749.19	12588.69	12625.09	11140	0	0
2011.07.12	12647.19	12688.99	12493.99	12567.79	18742	0	0
